run_id,geometry_id,target_cohort,is_global_largest_cell,d,d_pub,d_priv,cells,cell_seed,key_seed,target_cell,target_cell_size,target_cell_ag_news,target_cell_synthetic_pii,n_test,n_test_ag_news,n_test_synthetic_pii,method,m,target_position,corpus_index,source,reference,hypothesis,token_f1,bleu,exact_match,normalized_exact_match,pii_hits,pii_total,pii_item_hits,geometry_cosine,recovered_text_embedding_cosine
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m16,16,10,136,ag_news,Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug,"Strike on Human Life Opponents do not help to elude the ambiguous gloom of state victory by using a succulent,",0.20000000000000004,0.025683319547529764,0.0,0.0,0,0,{},0.8506752848625183,0.6055895090103149
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m16,16,11,878,ag_news,Tributes pour in for #39;Crazy Horse #39; Hughes had been battling the illness for 15 months but deteriorate,"Fight No. 31 & The Havoc of Hughes's spry-arts After thirteen months of deteriorating illness, Hughes",0.2222222222222222,0.021409907800309075,0.0,0.0,0,0,{},0.8870431780815125,0.7482483983039856
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,0,533,ag_news,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer","Earths: A Complete Look at the STAR System from a Space Viewer blog, BuzzFeed found that ""Porn outwardly",0.22857142857142856,0.020592684545558494,0.0,0.0,0,0,{},0.9009760618209839,0.6384440064430237
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,1,693,ag_news,"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons","Nobel Prize if he wants to try to pull a ring with his finger In fact, humoral lab professors teach that scary things are",0.2916666666666667,0.04707738065692008,0.0,0.0,0,0,{},0.8475162982940674,0.6210694909095764
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,2,1816,ag_news,"Corning begins work on Taiwan LCD facility Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a","Corning's spires, Taiwan LCD factory workers first come to state support for a new partnered equipment with Corning Glass, dated",0.30434782608695654,0.045076873768429816,0.0,0.0,0,0,{},0.9195364117622375,0.836908757686615
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,3,1859,ag_news,MOTOR RACING: FERRARI IN TALK FURY FERRARI are to snub crucial talks at,"NMUDRINY Awards, Ferrari vowed to forgo key talks to race in the Motor Cars Scuderia club Fer",0.33333333333333337,0.0255404966647159,0.0,0.0,0,0,{},0.9166269302368164,0.7242080569267273
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,4,422,ag_news,Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that quot;they could fire,"Amos wondering if the downing bell could go down when the FD&R fired earlier in the month, but said: ""He keeps firing",0.1276595744680851,0.01650404559570942,0.0,0.0,0,0,{},0.912254810333252,0.7088309526443481
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,5,2293,ag_news,Russian space agency: Space station crew could be forced to return b>.../b> MOSCOW Space officials in Russia are joining American,Moscow Station crew Officials from another American space agency have been forced to return to Russia. section begin=satire section begin=,0.5238095238095238,0.07220308686421574,0.0,0.0,0,0,{},0.9439061880111694,0.815214216709137
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,6,1455,ag_news,"Australian man killed by shark on Great Barrier Reef (Canadian Press) Canadian Press - CAIRNS, Australia (AP) - A 38","Shark Suffered by a Canadian Man (AFP: Australian Press, Australian Press, Australian Press, Australian National) 20 Grand Barrier Reef HS (",0.5263157894736842,0.0425063274893669,0.0,0.0,0,0,{},0.9438203573226929,0.8297309279441833
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,7,1267,ag_news,"Make hotels just like home HOTEL operators, take note: Todays hotel guests are making a nonsense of room-pricing strategies with their",Price and Rashtraq” Hotels now make good strategies for the new home hotel operators (do-as-you-do) like,0.3414634146341463,0.024326351876994744,0.0,0.0,0,0,{},0.9080917239189148,0.6614806056022644
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,8,2315,ag_news,"Cold War deserter jailed after 40 years The long, strange journey of Charles Robert Jenkins reached a tearful climax with a 30-","Man from Cold War jailed by eczemists, long prison journey Charles Robert Jenkins 88 wins the largest of his 42-",0.47619047619047616,0.0899048822304192,0.0,0.0,0,0,{},0.9218934774398804,0.7347147464752197
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,9,1953,ag_news,"Contradiction in Terms : How to make beer It's been around for thousands of years. It has been worshiped, reviled,","Beverages has been a tween thing for thousands of years, but then it's not a different conception According to those who",0.4285714285714286,0.13203769743155475,0.0,0.0,0,0,{},0.8519764542579651,0.5380493998527527
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,10,136,ag_news,Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug,"Stroke Opendants may not pause to smuggle a strategic game of observance of human life ""San exemplar",0.27027027027027023,0.04570928117310813,0.0,0.0,0,0,{},0.8581611514091492,0.5321508646011353
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m32,32,11,878,ag_news,Tributes pour in for #39;Crazy Horse #39; Hughes had been battling the illness for 15 months but deteriorate,"ensuing battle and Hughes's hysterical health deteriorated, 3 months & Half: 128 Horses Cra",0.12121212121212122,0.01578994121820227,0.0,0.0,0,0,{},0.8922377824783325,0.7805721163749695
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,0,533,ag_news,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer","STARS: Earth Shaped Out for a Bit, Not Quite a Budge. A planetary look at the official websites tells",0.16666666666666669,0.022731543567022873,0.0,0.0,0,0,{},0.9182409644126892,0.780889093875885
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,1,693,ag_news,"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons","Nobel Lecture: Ring Healing Pull If he wants to pull his hand into objects with his hands, he is not afraid, and gets even",0.25,0.06384875295507793,0.0,0.0,0,0,{},0.8622900247573853,0.6364557147026062
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,2,1816,ag_news,"Corning begins work on Taiwan LCD facility Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a","Taiwan, Corning mains manufacturers working on a new curved LCD facility begin to be teamed up with Corning (glass maker) in February",0.3829787234042554,0.05146805792737103,0.0,0.0,0,0,{},0.9322218298912048,0.8711432218551636
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,3,1859,ag_news,MOTOR RACING: FERRARI IN TALK FURY FERRARI are to snub crucial talks at,"Ferri to talk at the NRB Autocar Awards Ferrari has snatched key talks (Muddy Cars, Stalk",0.3448275862068966,0.028265205879007452,0.0,0.0,0,0,{},0.927384614944458,0.7675331234931946
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,4,422,ag_news,Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that quot;they could fire,"down the shooters thinking they can fire now, but when Ariel said in an interview with ""Mr. Miller"" that his army was looking at",0.3333333333333333,0.02245787784328702,0.0,0.0,0,0,{},0.9200966954231262,0.6892473101615906
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,5,2293,ag_news,Russian space agency: Space station crew could be forced to return b>.../b> MOSCOW Space officials in Russia are joining American,Station crew in Moscow pending an official return to the Russian space agency. Several American space agencies have come to the Big Three by forcing SS-1,0.4583333333333333,0.06551693255145734,0.0,0.0,0,0,{},0.9528551697731018,0.8175050616264343
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,6,1455,ag_news,"Australian man killed by shark on Great Barrier Reef (Canadian Press) Canadian Press - CAIRNS, Australia (AP) - A 38",Man Killed by a Shark: Great Barrier Reef (AFP) Australian Press (AFP) Australian Press (ICC) Sydney: CR-DE 11,0.5945945945945946,0.11645895137420025,0.0,0.0,0,0,{},0.9526176452636719,0.8806293606758118
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,7,1267,ag_news,"Make hotels just like home HOTEL operators, take note: Todays hotel guests are making a nonsense of room-pricing strategies with their","Prices (RPQ)"" and ""Hotels Like HomePlace"" that now hotel operators are putting together a lot of new strategies to make",0.4285714285714286,0.02357313684245234,0.0,0.0,0,0,{},0.9210211634635925,0.7474527359008789
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,8,2315,ag_news,"Cold War deserter jailed after 40 years The long, strange journey of Charles Robert Jenkins reached a tearful climax with a 30-",War Prisoner Deserted from Russia. Charles Jenkins' long journey reaches the end of a 39-year special for Cyclear Robert Regular,0.4186046511627907,0.02651521681304181,0.0,0.0,0,0,{},0.9322991967201233,0.8148921728134155
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,9,1953,ag_news,"Contradiction in Terms : How to make beer It's been around for thousands of years. It has been worshiped, reviled,","in How to Make Beers: This has been reinterpreted for thousands of years, and early worship is a contradiction that doesn't go on",0.5,0.13796620851017113,0.0,0.0,0,0,{},0.8785557150840759,0.7492362260818481
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,10,136,ag_news,Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug,"Ops are not a hindrance to political lust. ""Smuge kills man at the nick of time; lives and state",0.25641025641025644,0.025828020030551086,0.0,0.0,0,0,{},0.8809881806373596,0.6814541816711426
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m64,64,11,878,ag_news,Tributes pour in for #39;Crazy Horse #39; Hughes had been battling the illness for 15 months but deteriorate,"A Cristy Horse & Hughes's ill-health deteriorated for the next 13 months, the long term Hughes P4C",0.27027027027027023,0.024326351876994744,0.0,0.0,0,0,{},0.9080131649971008,0.785990297794342
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,0,533,ag_news,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer","Earth on a STAR: The BPSS, Space Orbiter, and Other Websites found the asterism “completely outs",0.24242424242424243,0.02055847707468329,0.0,0.0,0,0,{},0.8902196288108826,0.6861453652381897
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,1,693,ag_news,"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons","Nobel Lecture if he tries to win a prize. While talking about pulling his finger, Hinglar tells strange things that are",0.26666666666666666,0.06649323335976674,0.0,0.0,0,0,{},0.8363551497459412,0.7071965336799622
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,2,1816,ag_news,"Corning begins work on Taiwan LCD facility Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a",Corning Industry in China continues to work on incoming glass LCDs. Taiwan's news site states that Corning makers are co-headed,0.29787234042553196,0.03767411148992275,0.0,0.0,0,0,{},0.9108392596244812,0.9142051339149475
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,3,1859,ag_news,MOTOR RACING: FERRARI IN TALK FURY FERRARI are to snub crucial talks at,"FIAR MIDI Awards, Ferrari vowed to not discuss the key race talks with Mauro Scuder to drive cars in",0.25,0.02276859592073037,0.0,0.0,0,0,{},0.9068282842636108,0.7327768802642822
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,4,422,ag_news,Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that quot;they could fire,"down the gunfire when MR was trying to talk to his A&M staff after the last interview, but said, ""They can just fire when",0.32653061224489793,0.019240848598265397,0.0,0.0,0,0,{},0.9051105380058289,0.7067105770111084
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,5,2293,ag_news,Russian space agency: Space station crew could be forced to return b>.../b> MOSCOW Space officials in Russia are joining American,Station (MOSCA) crew Experiencing to Russia After Russian officials are forced out of a space mission and American space agency has already left,0.5454545454545454,0.03995183428533536,0.0,0.0,0,0,{},0.9384616613388062,0.8848263621330261
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,6,1455,ag_news,"Australian man killed by shark on Great Barrier Reef (Canadian Press) Canadian Press - CAIRNS, Australia (AP) - A 38",Shark: Man Killed in a Canadian Barrel by Australians (AFP) The Great Barrier Reef Press (CBC) Australian Press (CAS,0.6486486486486486,0.07929026506841379,0.0,0.0,0,0,{},0.9366346001625061,0.8832695484161377
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,7,1267,ag_news,"Make hotels just like home HOTEL operators, take note: Todays hotel guests are making a nonsense of room-pricing strategies with their","Rashpam and Price Right Now, hotel operators are taking advantage of the ""Hostel Advantages"" to make their rooms a lot of",0.3255813953488372,0.025590823010528185,0.0,0.0,0,0,{},0.8925975561141968,0.6861506700515747
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,8,2315,ag_news,"Cold War deserter jailed after 40 years The long, strange journey of Charles Robert Jenkins reached a tearful climax with a 30-",War imprisoned by Cypress Rebuffs. 39-year-long journey of Charles Robert Jenkins to the Rhineland ends first in,0.3902439024390244,0.15962178691071124,0.0,0.0,0,0,{},0.914600670337677,0.781217098236084
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,9,1953,ag_news,"Contradiction in Terms : How to make beer It's been around for thousands of years. It has been worshiped, reviled,","Beers has been hailed as ""a conjured creation"" According to a rebuttal that began thousands of years before it existed",0.35,0.08085624637982552,0.0,0.0,0,0,{},0.8359428644180298,0.6860834360122681
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,10,136,ag_news,Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug,"Ops kill humans succumb to the ploy of state life in a state of smugglers The bold words """"Excute",0.25641025641025644,0.027156804039319287,0.0,0.0,0,0,{},0.8484466671943665,0.5627107620239258
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,ols_m8,8,11,878,ag_news,Tributes pour in for #39;Crazy Horse #39; Hughes had been battling the illness for 15 months but deteriorate,F1 & 83rd Battle of the Long Hedgehog Hughes's illness deteriorated after just eight months on the lament,0.21621621621621623,0.021409907800309075,0.0,0.0,0,0,{},0.8815932273864746,0.7477294206619263
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,0,533,ag_news,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer","Earth in the Solar System Shaped by Star and Outer Space Brush: SPACE.com, according to astronomers’ website, with Vir",0.7567567567567567,0.15948715931428462,0.0,0.0,0,0,{},0.9999998807907104,0.9455687403678894
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,1,693,ag_news,"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons","Nobel Prize in Science or Worry The most common herring lessons are to ask if you pull your finger, if he does not do it",0.4081632653061225,0.04085892079136997,0.0,0.0,0,0,{},1.0,0.8498671054840088
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,2,1816,ag_news,"Corning begins work on Taiwan LCD facility Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a",demand for LCD glassmaker breaks Corning has prompted work on Corning at a new facility. Taiwan LCD said it will begin the day after the,0.56,0.06646016289550874,0.0,0.0,0,0,{},0.9999998807907104,0.9439461827278137
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,3,1859,ag_news,MOTOR RACING: FERRARI IN TALK FURY FERRARI are to snub crucial talks at,important MOTOR RAINING FERRARI talks FERRARI are snubly scuttled at FRU in,0.5599999999999999,0.07545339613823569,0.0,0.0,0,0,{},1.0,0.8081400394439697
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,4,422,ag_news,Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that quot;they could fire,"mouth that Mr Downer would shoot its shot off Just a few weeks earlier Alexander Downer was thinking on the radio when he declared ""They cannot",0.64,0.16536955122214078,0.0,0.0,0,0,{},0.9999998807907104,0.8037716746330261
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,5,2293,ag_news,Russian space agency: Space station crew could be forced to return b>.../b> MOSCOW Space officials in Russia are joining American,Russian space crew may be forced to return to MOSCO America Space officials,0.5294117647058824,0.08488330657773378,0.0,0.0,0,0,{},0.9999998807907104,0.890593409538269
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,6,1455,ag_news,"Australian man killed by shark on Great Barrier Reef (Canadian Press) Canadian Press - CAIRNS, Australia (AP) - A 38","Australian man killed by shark on Great Barrier Reef, Australia - CAIRNS AP (Canadian Press) Canadian Press - 38-",0.9714285714285714,0.6120914146475502,0.0,0.0,0,0,{},1.0,0.9868698716163635
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,7,1267,ag_news,"Make hotels just like home HOTEL operators, take note: Todays hotel guests are making a nonsense of room-pricing strategies with their","make HOTEL Price Like hotels today, hotel operators are just squanding out room-participation strategies for home guests that should",0.5714285714285713,0.029304517725550584,0.0,0.0,0,0,{},1.0000001192092896,0.872599720954895
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,8,2315,ag_news,"Cold War deserter jailed after 40 years The long, strange journey of Charles Robert Jenkins reached a tearful climax with a 30-","Cold War Prisoner After 40 years of deserting and incarceration, the long but odd journey of Charles Robert Jenkins reached its climax 40",0.6222222222222223,0.2558058053378779,0.0,0.0,0,0,{},0.9999999403953552,0.9275602102279663
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,9,1953,ag_news,"Contradiction in Terms : How to make beer It's been around for thousands of years. It has been worshiped, reviled,",Contradiction: How to make beer It has been around for thousands of years. It's worshiped and reviled in the terms of,0.9047619047619048,0.4906052596998735,0.0,0.0,0,0,{},0.9999999403953552,0.9733472466468811
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,10,136,ag_news,Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug,Human lives is not obtuse to merepaws in a streak of political expediency one would have missed the game of smug,0.7317073170731706,0.13590335273073545,0.0,0.0,0,0,{},0.9999999403953552,0.9067968130111694
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,oracle_residual,,11,878,ag_news,Tributes pour in for #39;Crazy Horse #39; Hughes had been battling the illness for 15 months but deteriorate,Tribute #15 (Crazy Horse) #39 Additions: Hughes had been battling the illness for 20 months but deteriorate,0.7777777777777778,0.36748173214650165,0.0,0.0,0,0,{},1.0,0.9602758288383484
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,prefix_only,,0,533,ag_news,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer","Earth in Space: The STARS, Stellar, and SpaceByDesign.com found the Sun to be ""pretty cursed",0.24242424242424243,0.041185369091116995,0.0,0.0,0,0,{},0.8839402198791504,0.678162157535553
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,prefix_only,,1,693,ag_news,"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons",Technology Nobel Lecture if he wants to be at least as scared as a hingle. Mr. Pull says strange things with his finger,0.3404255319148936,0.039587200633938655,0.0,0.0,0,0,{},0.830515444278717,0.7107933759689331
p192_c16_cs17_ks101_largest,p192_c16_cs17,largest,True,768,192,576,16,17,101,15,341,341,0,12,12,0,prefix_only,,2,1816,ag_news,"Corning begins work on Taiwan LCD facility Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a",Corning quo Jin from Taiwan is reported to begin work on new curved glass and LCDs when Corning's equipment manufacturers re-ent,0.2916666666666667,0.03767411148992275,0.0,0.0,0,0,{},0.9082052707672119,0.8230721950531006
